effect,term,estimate,std.error,statistic,p.value,conf.low,conf.high
fixed,treatmentModified I. R.:varietyRO,0.2889313345808111,0.7162057554069428,0.40341945369685345,0.6866396779355444,-1.1148061515370995,1.6926688206987217
fixed,treatmentFull Dose:varietySE,1.8260101682376264,0.7370735926067201,2.477378360252732,0.013235151434343478,0.3813724727729071,3.2706478637023455
fixed,treatmentHalf Dose:varietySE,1.352303342183035,0.737764905255535,1.8329732582151577,0.06680654803806715,-0.0936893011754183,2.7982959855414884
fixed,treatmentIrish Rules:varietySE,-0.21668009733668414,0.31330228930896087,-0.6916007470440364,0.4891880924133167,-0.8307413006561957,0.3973811059828274
fixed,treatmentBlight Man. (DK):varietySE,1.4720053018030204,0.7366418456612575,1.9982645711385743,0.04568798435234385,0.02821381480184293,2.915796788804198
fixed,treatmentModified I. R.:varietySE,1.8637680182983367,0.7369194099346381,2.5291341131368026,0.011434432548102788,0.4194325153179381,3.3081035212787353
fixed,treatmentFull Dose:varietyCL,4.805174156844998,0.8467662304020311,5.674735227175484,1.3890332858220556e-8,3.145542841932272,6.464805471757725
fixed,treatmentHalf Dose:varietyCL,4.13424279515103,0.8484823008838777,4.8725150670135635,1.1018644993117912e-6,2.471248043898952,5.797237546403108
fixed,treatmentIrish Rules:varietyCL,-1.3622595956705017,0.6884566753658582,-1.9787150657615058,0.047848095752183586,-2.7116098843037673,-0.01290930703723614
fixed,treatmentBlight Man. (DK):varietyCL,4.334709902419005,0.8458695476520351,5.124560772345207,2.9823214783120433e-7,2.676836053401829,5.992583751436181
fixed,treatmentModified I. R.:varietyCL,4.103440429359674,0.8469212581450385,4.845126261616336,1.2653118565889452e-6,2.443505265654049,5.763375593065299
fixed,treatmentFull Dose:varietySM,6.539336462419382,0.8761164854365718,7.464003441461108,8.393240779742e-14,4.822179704701892,8.256493220136873
fixed,treatmentHalf Dose:varietySM,5.915922460892277,0.8762167175086853,6.751665818146909,1.461572159322543e-11,4.198569251923348,7.633275669861207
fixed,treatmentIrish Rules:varietySM,-0.15504498748012474,0.7193750972460706,-0.21552732096742264,0.8293562134906607,-1.564994269457422,1.2549042944971724
fixed,treatmentBlight Man. (DK):varietySM,6.236199422648611,0.8743077848445375,7.132727777046481,9.839904921811254e-13,4.522587652950324,7.949811192346899
fixed,treatmentModified I. R.:varietySM,6.144419737525469,0.8744259572796467,7.026803912181266,2.113180106070773e-12,4.430576354110402,7.858263120940537
fixed,year2018:treatmentFull Dose:varietyBQ,0.4090662535203592,1.0705282798515448,0.3821162515922385,0.7023751378216625,-1.689130619420284,2.507263126461002
fixed,year2019:treatmentFull Dose:varietyBQ,-0.08116557106691463,0.9370975223130373,-0.08661379326515953,0.9309785016656918,-1.917842964802187,1.755511822668358
fixed,year2018:treatmentHalf Dose:varietyBQ,0.5313895095831682,1.0715126029686577,0.49592464718654516,0.619947575961912,-1.5687366012161668,2.631515620382503
fixed,year2019:treatmentHalf Dose:varietyBQ,0.04812816431988473,0.8924940884553214,0.05392547126354893,0.9569945430535279,-1.70112810546745,1.7973844341072196
fixed,year2018:treatmentIrish Rules:varietyBQ,0.0530199892235115,0.6238423242831808,0.08498940703395452,0.9322698122009568,-1.1696884984032798,1.2757284768503028
fixed,year2019:treatmentIrish Rules:varietyBQ,0.4561731272023361,0.2736666618513778,1.6668933077792043,0.09553562184239701,-0.08020367379566579,0.992549928200338
fixed,year2018:treatmentBlight Man. (DK):varietyBQ,0.24337485459682642,1.0712191893514165,0.2271942633366948,0.8202726882670287,-1.856176176080142,2.342925885273795
fixed,year2019:treatmentBlight Man. (DK):varietyBQ,-0.1325308299102837,0.9166439782843312,-0.14458266573499962,0.8850403841521342,-1.9291200139930877,1.6640583541725205
fixed,year2018:treatmentModified I. R.:varietyBQ,0.3452846206839741,1.070528134500399,0.32253670833706183,0.7470461330981544,-1.7529119673736584,2.4434812087416065
fixed,year2019:treatmentModified I. R.:varietyBQ,0.22643729111867644,0.8566394865651744,0.26433207279133375,0.791524048370292,-1.4525452502839484,1.9054198325213014
fixed,year2018:treatmentFull Dose:varietyRO,-0.23205264286510152,1.0698013395108081,-0.21691190157904744,0.8282770022977405,-2.3288247389189918,1.8647194531887887
fixed,year2019:treatmentFull Dose:varietyRO,-0.07925804985970158,0.9296362713393165,-0.0852570540793502,0.9320570330495574,-1.9013116604068667,1.7427955606874637
fixed,year2018:treatmentHalf Dose:varietyRO,0.014929238855897212,1.0707012362133368,0.013943421704355412,0.9888751195798701,-2.0836066223247554,2.11346510003655
fixed,year2019:treatmentHalf Dose:varietyRO,-0.16963167966529014,0.8848501664992616,-0.19170667090045881,0.8479719802891823,-1.9039061377181128,1.5646427783875325
fixed,year2018:treatmentIrish Rules:varietyRO,0.9425760363029648,0.587387434430533,1.6046922032249193,0.10856155863076633,-0.20868218015226214,2.093834252758192
fixed,year2019:treatmentIrish Rules:varietyRO,-0.5628715045393554,0.29378569277138983,-1.915925514376071,0.05537457733801529,-1.1386808815444287,0.01293787246571787
fixed,year2018:treatmentBlight Man. (DK):varietyRO,0.14839215720752413,1.0678493910590052,0.13896356401005294,0.8894789413396375,-1.9445541901811536,2.241338504596202
fixed,year2019:treatmentBlight Man. (DK):varietyRO,0.8283243619319604,0.8797619868327373,0.941532339802542,0.3464321244461624,-0.89597744722760575,2.5526261710915263
fixed,year2018:treatmentModified I. R.:varietyRO,-0.20022744595424946,1.0666084973733174,-0.18772346783973634,0.8510934326415034,-2.290741686410336,1.890286794501837
fixed,year2019:treatmentModified I. R.:varietyRO,-0.10424088745742716,0.856558091351838,-0.12169739391862143,0.9031386772493311,-1.783063897173399,1.5745821222585445
fixed,year2018:treatmentFull Dose:varietySE,1.8366335858393452,1.167535727392356,1.5730855534000596,0.11569900958476662,-0.4516943905134465,4.124961562192137
fixed,year2019:treatmentFull Dose:varietySE,-2.0393035880577104,0.9852202581346892,-2.0698961183753064,0.038462073523874735,-3.970299810840956,-0.10830736527446483
fixed,year2018:treatmentHalf Dose:varietySE,2.1844406120298183,1.1684606225725314,1.8695029766775224,0.0615528698911467,-0.10570012556559183,4.474581349625229
fixed,year2019:treatmentHalf Dose:varietySE,-0.633721300664667,0.8930882348007424,-0.7095842000494577,0.4779620203388861,-2.384142075890573,1.1166994745612389
fixed,year2018:treatmentIrish Rules:varietySE,0.6786820156286706,0.8801785531619394,0.7710731114619689,0.4406635972654879,-1.0464362485333034,2.4038002797906444
fixed,year2019:treatmentIrish Rules:varietySE,-0.8771897055096903,0.39704003364052365,-2.2093230686754617,0.027152177753612686,-1.655373871865688,-0.0990055391536927
fixed,year2018:treatmentBlight Man. (DK):varietySE,2.062618998588473,1.1676443300268085,1.7664788373880222,0.07731554892687335,-0.225921835016472,4.351159832193417
fixed,year2019:treatmentBlight Man. (DK):varietySE,0.215849963997385,0.8797544924484352,0.24535249987374924,0.8061835046729108,-1.5084371564388626,1.9401370844336325
fixed,year2018:treatmentModified I. R.:varietySE,1.7989397659454078,1.167549178610665,1.5407828628564249,0.12336964163456499,-0.48941457431081803,4.087294106201634
fixed,year2019:treatmentModified I. R.:varietySE,-0.6855391918478173,0.861024810422431,-0.7961898235098267,0.42592171158669323,-2.3731168100712097,1.0020384263755748
fixed,year2018:treatmentFull Dose:varietyCL,-0.94262305040852,1.2344064432094526,-0.7636245384119215,0.4450910218823218,-3.362015221383234,1.4767691205661941
fixed,year2019:treatmentFull Dose:varietyCL,0.02116909395644375,1.1670628658650297,0.018138777760487793,0.985528142854394,-2.266232090833114,2.308570278746002
fixed,year2018:treatmentHalf Dose:varietyCL,-0.39767596161781704,1.23620620610265,-0.3216906367680826,0.7476870718904549,-2.8205956030439094,2.0252436798082756
fixed,year2019:treatmentHalf Dose:varietyCL,0.5859147608374253,1.1377251989833732,0.5149879438031045,0.6065614447900216,-1.6439856534736523,2.815815175148503
fixed,year2018:treatmentIrish Rules:varietyCL,1.7607949400905711,1.0707840609112678,1.6443977869749802,0.10009406195146202,-0.33790325451505665,3.8594931346961987
fixed,year2019:treatmentIrish Rules:varietyCL,2.001035832740229,0.9851104101138118,2.031280770354508,0.04222652092300757,0.07025490812167612,3.9318167573587823
fixed,year2018:treatmentBlight Man. (DK):varietyCL,-0.6002891908791556,1.2341996812473486,-0.48637931122496403,0.6266982562797966,-3.019276115854773,1.8186977340964616
fixed,year2019:treatmentBlight Man. (DK):varietyCL,0.213583194160026,1.1532545141247266,0.1852003972619409,0.8530718575121045,-2.0467541185326765,2.473920506852729
fixed,year2018:treatmentModified I. R.:varietyCL,-0.24094746248101476,1.2350640854742816,-0.19508903652435786,0.845323245264099,-2.661628588609505,2.179733663647476
fixed,year2019:treatmentModified I. R.:varietyCL,0.5332484233775688,1.1318865710788297,0.4711147185616985,0.637558814919102,-1.6852084905214726,2.7517053372766105
fixed,year2018:treatmentFull Dose:varietySM,-2.622424700989684,1.2527186077148875,-2.093386882608305,0.03631463242492548,-5.077708054874023,-0.1671413471053449
fixed,year2019:treatmentFull Dose:varietySM,-1.9849699948844437,1.190069546592601,-1.6679445336348588,0.09532673805743166,-4.3174634453038525,0.34752345553496555
fixed,year2018:treatmentHalf Dose:varietySM,-2.1249257014248935,1.2533898098800935,-1.6953430486467542,0.09001036288012042,-4.581524587379382,0.33167318452959504
fixed,year2019:treatmentHalf Dose:varietySM,-1.9822173895381237,1.1707316920365771,-1.6931440423295496,0.09042805278039014,-4.276809341489452,0.3123745624132048
fixed,year2018:treatmentIrish Rules:varietySM,0.6080115761897235,1.0913846606089688,0.5571010828120548,0.5774583677811569,-1.5310630518833253,2.747086204262772
fixed,year2019:treatmentIrish Rules:varietySM,0.3443798987139659,1.0164856371599993,0.33879465299297584,0.734764429614734,-1.6478953409218815,2.3366551383498133
fixed,year2018:treatmentBlight Man. (DK):varietySM,-2.329465475173942,1.2514672015154464,-1.8613875556251964,0.06268946667169338,-4.782296117977347,0.12336516762946292
fixed,year2019:treatmentBlight Man. (DK):varietySM,-1.8031043324521656,1.1819113077106205,-1.5255834517268518,0.12711363593800173,-4.119607928485619,0.5133992635812876
fixed,year2018:treatmentModified I. R.:varietySM,-2.2274306604021556,1.2518845623472732,-1.77926202414841,0.07519681389022953,-4.6810793154044985,0.2262179946001872
fixed,year2019:treatmentModified I. R.:varietySM,-1.9303511458467177,1.1653765636033038,-1.656418368220946,0.09763712385358007,-4.214447238936245,0.3537449472428089
